AUSTRIA,,,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,7,3,3,3,3,3,3,3
3,3,3,3,3,3,7,7,7,3,3,3,3,3,3
3,3,3,3,3,7,7,3,7,7,3,3,3,3,3
3,3,3,3,3,7,3,7,3,7,3,3,3,3,3
3,3,3,3,3,7,3,7,7,7,3,3,3,3,3
3,3,3,3,3,7,7,3,7,7,3,3,3,3,3
3,3,3,3,3,3,7,7,7,3,3,3,3,3,3
3,3,3,3,3,3,3,7,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
INGLATERRA ,,,,,,,,,,,,,,
3,3,7,5,5,5,3,3,3,5,5,5,7,3,3
7,3,3,7,5,5,3,3,3,5,5,7,3,3,7
5,7,3,3,3,7,3,3,3,7,3,3,3,7,5
5,5,5,7,3,3,3,3,3,3,3,7,5,5,5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,5,5,7,3,3,3,3,3,3,3,7,5,5,5
5,7,3,3,3,7,3,3,3,7,3,3,3,7,5
7,3,3,7,5,5,3,3,3,5,5,7,3,3,7
3,3,7,5,5,5,3,3,3,5,5,5,7,3,3
ESPANA,,,,,,,,,,,,,,
3,3,9,9,3,3,3,3,3,3,3,3,3,3,3
3,9,9,9,9,3,3,3,3,3,3,3,3,3,3
7,1,9,9,1,7,1,1,1,1,1,1,1,1,1
7,3,3,1,1,7,1,1,1,1,1,1,1,1,1
7,3,5,5,3,7,1,1,1,1,1,1,1,1,1
7,3,5,5,3,7,1,1,1,1,1,1,1,1,1
7,9,1,3,9,7,1,1,1,1,1,1,1,1,1
5,1,9,9,1,5,1,1,1,1,1,1,1,1,1
3,3,9,9,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
FRANCIA,,,,,,,,,,,,,,
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
5,5,5,5,5,7,7,7,7,7,3,3,3,3,3
CABO VERDE,,,,,,,,,,,,,,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,1,5,1,5,5,5,5,5,5,5
5,5,5,1,5,5,5,5,5,1,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,1,7,7,7,7,7,7,7,1,7,7,7,7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,7,1,7,7,7,7,7,7,7,1,7,7,7,7
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,1,5,5,5,5,5,1,5,5,5,5,5
5,5,5,5,5,1,5,1,5,5,5,5,5,5,5
COREA DEL SUR,,,,,,,,,,,,,,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,8,7,7,7,7,7,7,7,7,7,8,7,7
7,8,8,8,7,7,3,3,3,7,7,8,7,8,7
7,7,8,7,7,3,3,3,3,3,7,7,8,7,7
7,8,7,7,7,3,3,3,5,5,7,7,7,8,7
7,7,7,7,7,5,3,5,5,5,7,7,7,7,7
7,8,7,8,7,7,5,5,5,7,7,8,7,8,7
7,7,8,,8,7,5,5,5,7,8,7,8,7,7
7,7,7,8,7,7,7,7,7,7,7,8,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
CONGO RD,,,,,,,,,,,,,,
5,5,5,5,5,5,5,5,5,5,1,3,3,1,1
5,5,1,1,5,5,5,5,5,1,3,3,1,5,5
5,1,1,1,1,5,5,5,1,3,3,1,5,5,5
5,1,1,1,1,5,5,1,3,3,1,5,5,5,5
5,5,1,1,5,5,1,3,3,1,5,5,5,5,5
5,5,5,5,5,1,3,3,1,5,5,5,5,5,5
5,5,5,5,1,3,3,1,5,5,5,5,5,5,5
5,5,5,1,3,3,1,5,5,5,5,5,5,5,5
5,5,1,3,3,1,5,5,5,5,5,5,5,5,5
1,1,3,3,1,5,5,5,5,5,5,5,5,5,5
ECUADOR,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,9,1,1,1,9,1,1,1,1,1
1,1,1,1,9,9,7,1,9,9,9,1,1,1,1
1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
3,3,3,7,9,3,6,6,6,3,9,7,3,3,3
3,3,3,9,1,1,3,1,3,1,1,9,3,3,3
3,3,3,3,1,6,7,3,3,6,1,3,3,3,3
1,1,1,1,1,1,7,7,9,1,1,1,1,1,1
1,1,1,1,1,1,6,6,6,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ALEMANIA,,,,,,,,,,,,,,
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BELGICA,,,,,,,,,,,,,,
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
8,8,8,8,8,1,1,1,1,1,3,3,3,3,3
CHEQUIA,,,,,,,,,,,,,,
5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,5,7,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,5,7,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
5,5,5,5,3,3,3,3,3,3,3,3,3,3,3
5,5,5,3,3,3,3,3,3,3,3,3,3,3,3
5,5,3,3,3,3,3,3,3,3,3,3,3,3,3
5,3,3,3,3,3,3,3,3,3,3,3,3,3,3
JAPON,,,,,,,,,,,,,,
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,3,7,7,7,7,7,7,7
7,7,7,7,7,7,3,3,3,7,7,7,7,7,7
7,7,7,7,7,3,3,3,3,3,7,7,7,7,7
7,7,7,7,7,3,3,3,3,3,7,7,7,7,7
7,7,7,7,7,7,3,3,3,7,7,7,7,7,7
7,7,7,7,7,7,7,3,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
SUDAFRICA,,,,,,,,,,,,,,
1,6,6,7,3,3,3,3,3,3,3,3,3,3,3
8,1,6,6,7,3,3,3,3,3,3,3,3,3,3
8,8,1,6,6,7,3,3,3,3,3,3,3,3,3
8,8,8,1,6,6,7,7,7,7,7,7,7,7,7
8,8,8,8,1,6,6,6,6,6,6,6,6,6,6
8,8,8,8,1,6,6,6,6,6,6,6,6,6,6
8,8,8,1,6,6,7,7,7,7,7,7,7,7,7
8,8,1,6,6,7,5,5,5,5,5,5,5,5,5
8,1,6,6,7,5,5,5,5,5,5,5,5,5,5
1,6,6,7,5,5,5,5,5,5,5,5,5,5,5
TURQUIA,,,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,7,7,7,3,3,3,3,3,3,3,3,3
3,3,7,7,3,7,7,3,3,3,7,3,3,3,3
3,7,7,3,3,3,7,3,3,7,7,7,3,3,3
3,7,3,3,3,3,3,3,7,7,7,7,7,3,3
3,7,3,3,3,3,3,3,3,7,7,7,3,3,3
3,7,7,3,3,3,7,3,3,7,3,7,3,3,3
3,3,7,7,3,7,7,3,3,3,3,3,3,3,3
3,3,3,7,7,7,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
COLOMBIA,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ESCOCIA,,,,,,,,,,,,,,
7,7,5,5,5,5,5,5,5,5,5,5,5,7,7
5,5,7,7,5,5,5,5,5,5,5,7,7,5,5
5,5,5,5,7,7,5,5,5,7,7,5,5,5,5
5,5,5,5,5,5,7,5,7,5,5,5,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,5,5,5
5,5,5,5,5,5,7,5,7,5,5,5,5,5,5
5,5,5,5,7,7,5,5,5,7,7,5,5,5,5
5,5,7,7,5,5,5,5,5,5,5,7,7,5,5
7,7,5,5,5,5,5,5,5,5,5,5,5,7,7
PARAGUAY,,,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,5,1,5,7,7,7,7,7,7
7,7,7,7,7,7,5,1,5,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
SUIZA,,,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,7,7,7,3,3,3,3,3,3
3,3,3,3,3,3,7,7,7,3,3,3,3,3,3
3,3,3,3,7,7,7,7,7,7,7,3,3,3,3
3,3,3,3,7,7,7,7,7,7,7,3,3,3,3
3,3,3,3,7,7,7,7,7,7,7,3,3,3,3
3,3,3,3,7,7,7,7,7,7,7,3,3,3,3
3,3,3,3,3,3,7,7,7,3,3,3,3,3,3
3,3,3,3,3,3,7,7,7,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
EGIPTO,,,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,1,1,1,7,7,7,7,7,7
7,7,7,7,7,7,1,1,1,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
PORTUGAL,,,,,,,,,,,,,,
6,6,6,6,6,3,3,3,3,3,3,3,3,3,3
6,6,6,6,6,3,3,3,3,3,3,3,3,3,3
6,6,6,6,1,1,3,3,3,3,3,3,3,3,3
6,6,6,1,7,5,1,3,3,3,3,3,3,3,3
6,6,6,1,5,7,1,3,3,3,3,3,3,3,3
6,6,6,1,7,5,1,3,3,3,3,3,3,3,3
6,6,6,6,1,1,3,3,3,3,3,3,3,3,3
6,6,6,6,6,3,3,3,3,3,3,3,3,3,3
6,6,6,6,6,3,3,3,3,3,3,3,3,3,3
6,6,6,6,6,3,3,3,3,3,3,3,3,3,3
HAITI,,,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,5,6,6,6,5,3,3,3,3,3
3,3,3,3,3,7,5,7,5,7,3,3,3,3,3
3,3,3,3,3,5,7,3,7,5,3,3,3,3,3
5,5,5,5,5,7,7,6,7,7,5,5,5,5,5
5,5,5,5,5,7,6,6,6,7,5,5,5,5,5
5,5,5,5,5,6,6,7,6,6,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ARGELIA,,,,,,,,,,,,,,
6,6,6,6,6,6,6,7,7,7,7,7,7,7,7
6,6,6,6,6,6,3,3,3,7,7,7,7,7,7
6,6,6,6,6,3,3,7,3,3,7,7,7,7,7
6,6,6,6,3,3,6,7,7,3,7,7,7,7,7
6,6,6,6,3,6,6,7,7,7,7,7,7,7,7
6,6,6,6,3,6,6,7,7,7,7,7,7,7,7
6,6,6,6,3,3,6,7,7,3,7,7,7,7,7
6,6,6,6,6,3,3,7,3,3,7,7,7,7,7
6,6,6,6,6,6,3,3,3,7,7,7,7,7,7
6,6,6,6,6,6,6,7,7,7,7,7,7,7,7
ARABIA SAUDI,,,,,,,,,,,,,,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,7,7,6,7,6,7,6,7,7,6,6,6
6,6,6,7,6,6,7,6,7,6,7,6,6,6,6
6,6,6,6,7,7,6,7,7,7,6,7,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
6,6,6,7,7,7,7,7,7,7,7,7,7,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
CROACIA,,,,,,,,,,,,,,
3,3,3,5,3,5,3,5,3,5,3,5,3,3,3
3,3,5,5,1,5,5,5,1,5,5,5,1,5,3
3,3,5,5,7,5,3,1,3,1,5,8,8,5,3
7,7,7,7,3,3,7,7,7,7,7,3,3,7,7
7,7,7,7,3,3,7,7,7,7,7,3,3,7,7
7,7,7,7,3,7,3,3,7,3,3,7,3,7,7
7,7,7,7,3,7,3,3,7,3,3,7,3,7,7
5,5,5,5,5,3,5,5,5,5,5,3,5,5,5
5,5,5,5,5,5,3,5,5,5,3,5,5,5,5
5,5,5,5,5,5,5,3,3,3,5,5,5,5,5
ARGENTINA,,,,,,,,,,,,,,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,1,1,1,7,7,7,7,7,7
7,7,7,7,7,7,1,1,1,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
COSTA DE MARFIL,,,,,,,,,,,,,,
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
2,2,2,2,2,7,7,7,7,7,6,6,6,6,6
PAISES BAJOS,,,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
BRASIL,,,,,,,,,,,,,,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,1,6,6,6,6,6,6,6
6,6,6,6,6,6,1,1,1,6,6,6,6,6,6
6,6,6,6,6,1,7,5,5,1,6,6,6,6,6
6,6,6,6,1,1,5,7,5,1,1,6,6,6,6
6,6,6,6,1,1,5,5,7,1,1,6,6,6,6
6,6,6,6,6,1,5,5,5,1,6,6,6,6,6
6,6,6,6,6,6,1,1,1,6,6,6,6,6,6
6,6,6,6,6,6,6,1,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
QATAR,,,,,,,,,,,,,,
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
7,7,7,7,7,7,7,7,7,9,9,9,9,9,9
ESTADOS UNIDOS,,,,,,,,,,,,,,
5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
5,7,5,7,5,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
5,7,5,7,5,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
URUGUAY,,,,,,,,,,,,,,
7,7,1,7,7,5,5,5,5,5,5,5,5,5,5
7,1,1,1,7,7,7,7,7,7,7,7,7,7,7
7,1,1,1,7,5,5,5,5,5,5,5,5,5,5
7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
SENEGAL,,,,,,,,,,,,,,
6,6,6,6,6,1,1,1,1,1,3,3,3,3,3
6,6,6,6,6,1,1,1,1,1,3,3,3,3,3
6,6,6,6,6,1,1,1,1,1,3,3,3,3,3
6,6,6,6,6,1,1,1,1,1,3,3,3,3,3
6,6,6,6,6,1,1,6,1,1,3,3,3,3,3
6,6,6,6,6,1,6,6,6,1,3,3,3,3,3
6,6,6,6,6,1,1,6,1,1,3,3,3,3,3
6,6,6,6,6,1,1,1,1,1,3,3,3,3,3
6,6,6,6,6,1,1,1,1,1,3,3,3,3,3
6,6,6,6,6,1,1,1,1,1,3,3,3,3,3
JORDANIA,,,,,,,,,,,,,,
3,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,3,8,8,8,8,8,8,8,8,8,8,8,8,8
3,3,3,8,8,8,8,8,8,8,8,8,8,8,8
3,7,7,3,7,7,7,7,7,7,7,7,7,7,7
3,7,7,3,3,7,7,7,7,7,7,7,7,7,7
3,7,7,3,3,7,7,7,7,7,7,7,7,7,7
3,7,7,3,7,7,7,7,7,7,7,7,7,7,7
3,3,3,6,6,6,6,6,6,6,6,6,6,6,6
3,3,6,6,6,6,6,6,6,6,6,6,6,6,6
3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
CANADA,,,,,,,,,,,,,,
3,3,3,7,7,7,7,7,7,7,7,7,3,3,3
3,3,3,7,7,7,7,3,7,7,7,7,3,3,3
3,3,3,7,3,3,7,3,7,3,3,3,3,3,3
3,3,3,7,3,3,3,3,3,3,3,7,3,3,3
3,3,3,7,3,3,3,3,3,3,3,7,3,3,3
3,3,3,7,7,3,3,3,3,3,7,7,3,3,3
3,3,3,7,7,7,3,3,3,3,7,7,3,3,3
3,3,3,7,7,7,7,3,7,7,7,7,3,3,3
3,3,3,7,7,7,7,3,7,7,7,7,3,3,3
3,3,3,7,7,7,7,7,7,7,7,7,3,3,3
AUSTRALIA,,,,,,,,,,,,,,
7,5,7,3,7,5,7,5,5,5,5,5,5,5,5
3,7,7,3,7,7,3,5,5,5,5,5,5,5,5
5,3,7,3,7,3,5,5,5,5,5,7,5,5,5
3,3,3,3,3,3,3,5,5,5,5,7,5,5,5
7,3,7,3,7,3,7,5,5,5,5,5,5,7,5
3,5,7,3,7,5,3,5,5,7,5,5,5,7,5
5,5,5,5,5,5,5,5,5,7,5,5,5,5,5
5,5,5,7,5,5,5,5,5,5,5,7,5,7,5
5,5,7,7,7,5,5,5,5,5,5,7,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
NUEVA ZELANDA,,,,,,,,,,,,,,
7,5,7,3,7,5,7,5,5,5,5,5,5,5,5
3,7,7,3,7,7,3,5,5,5,5,5,5,5,5
5,3,7,3,7,3,5,5,5,5,3,5,5,5,5
3,3,3,3,3,3,3,5,5,3,3,3,5,3,5
7,3,7,3,7,3,7,5,5,5,3,5,3,3,3
3,5,7,3,7,5,3,5,5,5,5,5,5,3,5
5,5,5,5,5,5,5,5,5,3,5,5,5,5,5
5,5,5,5,5,5,5,5,3,3,3,5,5,3,5
5,5,5,5,5,5,5,5,5,3,5,5,3,3,3
5,5,5,5,5,5,5,5,5,5,5,5,5,3,5
PANAMA,,,,,,,,,,,,,,
7,7,7,7,7,7,7,3,3,3,3,3,3,3,3
7,7,5,5,7,7,7,3,3,3,3,3,3,3,3
7,5,5,5,5,7,7,3,3,3,3,3,3,3,3
7,7,5,5,7,7,7,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,3,3,3,3,3,3,3,3
5,5,5,5,5,5,5,5,7,7,7,7,7,7,7
5,5,5,5,5,5,5,5,7,7,7,3,3,7,7
5,5,5,5,5,5,5,5,7,7,3,3,3,3,7
5,5,5,5,5,5,5,5,7,7,7,3,3,7,7
5,5,5,5,5,5,5,5,7,7,7,7,7,7,7
CURAZAO,,,,,,,,,,,,,,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,7,5,7,5,5,5,5,5,5,5,5,5,5
5,7,7,7,7,7,5,5,5,5,5,5,5,5,5
5,5,7,5,7,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
SUECIA,,,,,,,,,,,,,,
5,5,5,5,5,1,1,5,5,5,5,5,5,5,5
5,5,5,5,5,1,1,5,5,5,5,5,5,5,5
5,5,5,5,5,1,1,5,5,5,5,5,5,5,5
